game_number,120,150,180,210,240,300,label_code,label,predicted_limit,predicted_direction,correct
210,0.07113095238095238,0.20966360028860026,0.4131114718614719,0.2772050865800866,0.024722222222222222,0.004166666666666667,4,210,180,Under,False
211,0.09456439393939395,0.1661694007746639,0.3841955266955267,0.28290707830181516,0.04885912698412699,0.023304473304473307,1,120,210,Under,True
212,0.08348214285714285,0.16709554334554338,0.27999118936618933,0.30931207681207684,0.13833333333333336,0.021785714285714283,4,210,210,Under,True
213,0.12229055666555669,0.3401544737941797,0.21985062323297613,0.2631641969141969,0.05454014939309056,0.0,3,180,180,Under,True
214,0.13001172438672443,0.17960452741702743,0.1530624236874237,0.3228331737706738,0.13126633782883784,0.08322181290931291,3,180,210,Under,True
215,0.04952651515151515,0.11713474025974024,0.31598991286491285,0.42530337717837713,0.061607142857142846,0.03043831168831169,5,240,210,Under,False
216,0.08548160173160173,0.14593434343434342,0.357307831057831,0.34556651681651684,0.06570970695970695,0.0,3,180,210,Under,True
217,0.060934829059829075,0.10213675213675213,0.289088689088689,0.47037469474969473,0.07064685314685316,0.006818181818181818,4,210,210,Under,True
218,0.03684523809523809,0.1589880952380952,0.3290983322233322,0.29814824064824064,0.1769200937950938,0.0,4,210,210,Under,True
219,0.36705766455766453,0.35044961982461986,0.10117091242091243,0.10599983349983351,0.07532196969696969,0.0,2,150,150,Under,True
220,0.1869994588744589,0.15549152236652236,0.31601724664224656,0.2631828588078588,0.07830891330891329,0.0,3,180,180,Under,True
221,0.055885919635919636,0.18910409035409032,0.4660742035742035,0.20316197691197688,0.0774404761904762,0.008333333333333333,5,240,180,Under,False
222,0.04502060439560439,0.15389430014430014,0.3181275668775668,0.354426406926407,0.09000298312798313,0.03852813852813852,3,180,210,Under,True
223,0.0681168831168831,0.10287393162393163,0.4744434731934731,0.2881741175491175,0.06326659451659453,0.003125,4,210,210,Under,True
224,0.03292506105006105,0.2088930269077328,0.4039031352634293,0.29259470921235625,0.053945972328325285,0.007738095238095238,3,180,210,Under,True
225,0.04870039682539683,0.16468975468975466,0.3043695887445887,0.3019011544011544,0.10125992063492065,0.0790791847041847,3,180,210,Under,True
226,0.039082792207792205,0.13218975468975463,0.37922175047175055,0.36331529581529576,0.06038412975912977,0.025806277056277055,3,180,210,Under,True
227,0.061906565656565646,0.1531628787878788,0.2211605755355755,0.3893896728271728,0.1255028305028305,0.04887747668997669,2,150,210,Under,True
228,0.06181547619047619,0.19077394827394828,0.3544073981573982,0.22863199300699297,0.15228785103785103,0.012083333333333333,5,240,210,Under,False
229,0.0165922619047619,0.1474409271284271,0.5608824855699857,0.24988983238983237,0.02519449300699301,0.0,2,150,180,Under,True
230,0.02901785714285714,0.11611434725405312,0.367548170783465,0.3450745904422375,0.11617360580595874,0.026071428571428572,4,210,210,Under,True
231,0.1045071595071595,0.4171800421800421,0.263645313020313,0.18480637418137416,0.021527777777777774,0.008333333333333333,3,180,180,Under,True
232,0.14193452380952382,0.13174512987012985,0.4343979978354978,0.2316815476190476,0.053422619047619045,0.006818181818181818,4,210,180,Under,False
233,0.0539408508158508,0.3495889874014874,0.2877451368076368,0.20560723998223995,0.08534992784992786,0.01776785714285714,2,150,180,Under,True
234,0.043958333333333335,0.115504679144385,0.5322703930056871,0.20540467702232407,0.0960437356760886,0.006818181818181818,3,180,180,Under,True
235,0.05969696969696969,0.21893089001641636,0.4437589931997826,0.20174679122047542,0.07586635586635587,0.0,3,180,180,Under,True
236,0.049160353535353536,0.1745544039294039,0.4416233072483071,0.24197108447108445,0.08587266899766899,0.006818181818181818,3,180,180,Under,True
237,0.05645833333333333,0.17064844877344879,0.46593832229861637,0.21793703845174436,0.08901785714285713,0.0,4,210,180,Under,False
238,0.07593270034059509,0.20694753346069134,0.3025440123601889,0.2843279778786746,0.10103571866729759,0.029212057292552652,3,180,210,Under,True
239,0.0852092352092352,0.2931087662337662,0.353314393939394,0.21243326118326117,0.055934343434343434,0.0,5,240,180,Under,False
240,0.15820311632811634,0.18092678155178152,0.3929597485847486,0.1513627344877345,0.1032142857142857,0.013333333333333332,3,180,180,Under,True
241,0.05838474025974026,0.12634920634920638,0.3527858946608946,0.33313492063492056,0.1024702380952381,0.026875,4,210,210,Under,True
242,0.12309501772737068,0.26592631633072805,0.3955728054625113,0.1133004209842445,0.10210543949514542,0.0,3,180,180,Under,True
243,0.07488095238095237,0.13874819624819626,0.288531746031746,0.400501443001443,0.09317099567099565,0.004166666666666667,4,210,210,Under,True
244,0.2202641802641802,0.2879140304140304,0.26795093795093794,0.1727886002886003,0.04047619047619048,0.010606060606060605,1,120,180,Under,True
245,0.1691457725281255,0.40793167208608383,0.19148002324472907,0.19773980104862462,0.023980508870214752,0.00972222222222222,1,120,180,Under,True
246,0.07596590909090908,0.21441156066156064,0.20915154290154292,0.39910880785880787,0.06510780885780885,0.036254370629370626,4,210,210,Under,True
247,0.043611111111111114,0.2577777777777778,0.3589781746031746,0.2901587301587302,0.04947420634920635,0.0,4,210,180,Under,False
248,0.2489466089466089,0.18648088023088022,0.31017586580086576,0.16288780663780664,0.0711084054834055,0.0204004329004329,2,150,180,Under,True
249,0.13486978299478303,0.23848738067488068,0.26356778638028633,0.24065351315351316,0.11072510822510824,0.011696428571428571,1,120,210,Under,True
250,0.05931263181263182,0.18422265234765237,0.45399093961593956,0.2269777444777445,0.06612103174603175,0.009375,4,210,180,Under,False
251,0.02563582251082251,0.21545645530939656,0.3140848965848966,0.29609008502390854,0.09315281668222844,0.055579923888747405,6,300,210,Under,False
252,0.02723214285714286,0.16340548340548341,0.32305104617604613,0.24733315295815292,0.21144570707070712,0.02753246753246753,1,120,180,Over,False
253,0.02859126984126984,0.17320616883116885,0.3363600288600289,0.3742821067821067,0.0807747113997114,0.006785714285714286,3,180,210,Under,True
254,0.05083333333333333,0.1509271978021978,0.42433871683871693,0.2939026251526251,0.06987907925407927,0.01011904761904762,2,150,210,Under,True
255,0.06923430735930737,0.3280811147916412,0.2720309295967191,0.28024329471697895,0.0389520202020202,0.011458333333333333,3,180,180,Under,True
256,0.07003156565656565,0.2738267982017982,0.3102077320827321,0.23178712491212491,0.06928145928145926,0.044865319865319865,2,150,180,Under,True
257,0.03924388111888112,0.22804487179487176,0.4515841103341103,0.16870289432789431,0.10686868686868686,0.005555555555555555,3,180,180,Under,True
258,0.021818181818181816,0.2389520202020202,0.4416824494949495,0.19678165584415586,0.08727362914862914,0.013492063492063491,4,210,180,Under,False
259,0.24118083305583302,0.3460242535242536,0.19733315295815293,0.14505050505050504,0.0654112554112554,0.005,1,120,180,Under,True
260,0.13649496336996336,0.1627997002997003,0.3683491508491508,0.2470345626595627,0.06908785658785657,0.016233766233766232,2,150,180,Under,True
261,0.1544760101010101,0.2934830447330447,0.2665376984126983,0.17454365079365078,0.11095959595959595,0.0,3,180,180,Under,True
262,0.14391594516594516,0.15399260461760458,0.2448746392496392,0.36183712121212125,0.04409181096681096,0.051287878787878785,4,210,210,Under,True
263,0.053125,0.33278062945826103,0.39183338956365277,0.1805248698669751,0.028402777777777784,0.013333333333333332,1,120,180,Under,True
264,0.05851190476190475,0.17216346153846154,0.21082993395493393,0.4096910034410034,0.13444166944166944,0.014362026862026861,3,180,210,Under,True
265,0.07005952380952381,0.24485930735930742,0.5462319624819626,0.09301587301587302,0.04583333333333333,0.0,4,210,180,Under,False
266,0.03208333333333333,0.12120220057720058,0.19815802253302256,0.6101933483183481,0.028988095238095236,0.009375,5,240,210,Under,False
267,0.027450396825396822,0.16030351592851594,0.38180472305472307,0.3224033605283605,0.10254349816849817,0.005494505494505494,3,180,210,Under,True
268,0.02494674185463659,0.19214573803389592,0.28278575591075594,0.4288531096096885,0.04968866294524189,0.02157999164578112,1,120,210,Under,True
269,0.020945165945165944,0.09321275946275946,0.46310869685869677,0.36908168220668214,0.043235028860028855,0.010416666666666666,3,180,210,Under,True
270,0.07929424741924744,0.32092046111782957,0.34831822417348723,0.18883178590415434,0.06263528138528138,0.0,5,240,180,Under,False
271,0.0357609710550887,0.34038885542562014,0.3440478965478965,0.21110828713769889,0.06591621205591794,0.0027777777777777775,2,150,180,Under,True
272,0.02636904761904762,0.0671257215007215,0.208132215007215,0.5330627705627706,0.15406024531024526,0.01125,2,150,180,Over,False
273,0.03680555555555555,0.12739538239538237,0.5962202380952382,0.20810786435786438,0.031470959595959594,0.0,1,120,180,Under,True
274,0.07245039682539682,0.11472791097791099,0.541487470862471,0.2141309385059385,0.05720328282828283,0.0,4,210,180,Under,False
275,0.0822651409048468,0.07798701298701298,0.38869418979713094,0.35581524276377224,0.06889912783295135,0.02633928571428571,2,150,210,Under,True
276,0.044794372294372296,0.26309627872127866,0.3063573069087776,0.35513696271049217,0.030615079365079362,0.0,5,240,210,Under,False
277,0.06211489898989899,0.12376676428147015,0.4431916327136916,0.21390671420083188,0.1542422120363297,0.0027777777777777775,6,300,210,Under,False
278,0.056461038961038955,0.09585678210678211,0.29678481240981236,0.30919101731601734,0.2256349206349207,0.01607142857142857,6,300,180,Over,True
279,0.05315656565656566,0.18250233426704016,0.27916884177913587,0.3820812643239114,0.04524918300653595,0.05784181096681097,6,300,210,Under,False
280,0.06792658730158731,0.3061282467532468,0.2758441558441557,0.3038401875901876,0.04070526695526695,0.005555555555555555,4,210,210,Under,True
281,0.07707792207792208,0.18821095571095572,0.1969615107115107,0.3603719891219891,0.1411363636363636,0.03624125874125875,3,180,210,Under,True
282,0.08488106664577252,0.43994922561099026,0.25001979229920407,0.19605937771378945,0.02681781045751634,0.0022727272727272726,3,180,180,Under,True
283,0.09570075757575756,0.11478625541125542,0.2513239538239537,0.34874618437118443,0.14438124375624373,0.045061605061605066,4,210,210,Under,True
284,0.23185723998223992,0.2671619005994006,0.17340066183816183,0.2777113164613164,0.04986888111888112,0.0,2,150,180,Under,True
285,0.20325785325785323,0.4407329476079476,0.17193632756132757,0.13893939393939395,0.04513347763347764,0.0,1,120,180,Under,True
286,0.08672993672993674,0.1406350593850594,0.4194705988455988,0.30109557109557106,0.05206883394383395,0.0,3,180,210,Under,True
287,0.1424107142857143,0.22131764069264076,0.30004238816738826,0.2214889971139971,0.11474025974025974,0.0,4,210,180,Under,False
288,0.06349837662337662,0.21742063492063485,0.2779518398268398,0.2750901875901876,0.15649350649350646,0.009545454545454546,3,180,210,Under,True
289,0.0743043068043068,0.25564824064824065,0.38310543623043625,0.19761481573981576,0.07682720057720058,0.0125,4,210,180,Under,False
290,0.10039078976578977,0.2887586025086025,0.3349918831168831,0.2043985875235875,0.06288870851370851,0.008571428571428572,2,150,180,Under,True
291,0.05862040737040737,0.20039800477300473,0.4782114413364414,0.16174651737151738,0.09745220057720057,0.0035714285714285713,3,180,180,Under,True
292,0.034265873015873013,0.17771735209235212,0.3726695526695526,0.2923219141969142,0.123025308025308,0.0,4,210,210,Under,True
293,0.04899114774114774,0.24824307636807638,0.43152125652125645,0.15699578199578199,0.05145021645021645,0.06279852092352092,3,180,180,Under,True
294,0.057422195859695865,0.10739042207792207,0.30198263542013537,0.42701649045399054,0.1004190254190254,0.0057692307692307696,4,210,210,Under,True
295,0.21653041403041406,0.2711568292818292,0.25793345543345547,0.2050319819069819,0.04394959207459207,0.005397727272727273,1,120,180,Under,True
296,0.03543650793650793,0.22469516594516592,0.4644940476190477,0.22065205627705634,0.049722222222222216,0.005,3,180,180,Under,True
297,0.23611652236652242,0.27551857864357865,0.37191919191919187,0.09035443722943723,0.02609126984126984,0.0,1,120,180,Under,True
298,0.04428571428571428,0.15294191919191918,0.4042083610833612,0.2598347485847486,0.13872925685425688,0.0,4,210,210,Under,True
299,0.04856511544011543,0.12944173881673884,0.4182611832611832,0.3329256854256854,0.06626082251082252,0.004545454545454545,2,150,210,Under,True
300,0.0283768315018315,0.2899359668109668,0.24822046009546012,0.3137518037518038,0.08025009712509713,0.03946484071484072,4,210,210,Under,True
301,0.05789682539682539,0.24916118603618603,0.25523088023088025,0.22079267954267956,0.20066842879342878,0.01625,2,150,210,Under,True
302,0.05184613997113997,0.1127020202020202,0.6016228216228218,0.1421073371073371,0.0917216810966811,0.0,3,180,180,Under,True
303,0.18237491674991674,0.2694546425796426,0.2750194943944944,0.19979360916860914,0.06426642801642801,0.00909090909090909,4,210,180,Under,False
304,0.05504058441558442,0.17256132756132753,0.39982850482850474,0.3264729714729715,0.02982677045177045,0.016269841269841268,3,180,210,Under,True
305,0.045864898989899,0.2945914502164502,0.38112283549783543,0.21723935786435783,0.05221230158730158,0.008969155844155844,2,150,180,Under,True
306,0.1966927516927517,0.3488679303152987,0.2781513771316403,0.14579343536580375,0.02857142857142857,0.0019230769230769232,1,120,180,Under,True
307,0.044265873015873015,0.24236111111111108,0.36733828671328667,0.23163808413808412,0.09710497835497836,0.017291666666666667,2,150,180,Under,True
308,0.09038870851370852,0.12131583694083692,0.2409190115440115,0.39702561327561325,0.12951749639249638,0.020833333333333332,4,210,210,Under,True
309,0.07350468975468975,0.09858703796203797,0.3868789094892036,0.346448735088441,0.0772195165945166,0.017361111111111112,5,240,210,Under,False
310,0.017361111111111112,0.18001984126984125,0.34635551948051946,0.3145165945165945,0.13758026695526698,0.004166666666666667,4,210,210,Under,True
311,0.07889575702075703,0.410258769008769,0.29771228771228775,0.15555749805749805,0.04979791042291042,0.0077777777777777776,2,150,180,Under,True
312,0.08279699467199468,0.28555819180819175,0.2296025502275502,0.21407640970140968,0.17569312631812634,0.012272727272727274,3,180,210,Under,True
313,0.07585858585858585,0.21815469252969252,0.4192423548673547,0.23282425907425908,0.053920107670107666,0.0,2,150,180,Under,True
314,0.05496031746031745,0.1891098484848485,0.29297223609723605,0.34982899045399046,0.09695797258297259,0.01617063492063492,4,210,210,Under,True
315,0.022161172161172162,0.18867583805083804,0.31447268009768004,0.2559845016095016,0.15087752525252524,0.06782828282828283,4,210,180,Over,True
316,0.0874627455877456,0.13044508595979185,0.37597516046045465,0.33419921581686285,0.06358445884181178,0.008333333333333333,3,180,210,Under,True
317,0.22545891608391608,0.32483916410387,0.22332867296102585,0.15385392385392385,0.07251932299726417,0.0,1,120,180,Under,True
318,0.08176587301587301,0.21163329725829721,0.26405573593073595,0.3207945526695527,0.10541125541125543,0.016339285714285716,2,150,210,Under,True
319,0.04718253968253968,0.2136111111111111,0.2753210678210678,0.3567613636363637,0.08331439393939394,0.023809523809523808,4,210,210,Under,True
320,0.09112193362193362,0.05752074314574314,0.35200306637806633,0.45833152958152956,0.04102272727272727,0.0,3,180,210,Under,True
321,0.07521138583638584,0.1530468142968143,0.4090320096570096,0.291282745032745,0.053014346764346756,0.018412698412698415,4,210,210,Under,True
322,0.043398199023199024,0.19511474636474635,0.33029602342102343,0.3120112077465019,0.10437590187590189,0.014803921568627452,4,210,210,Under,True
323,0.054475767288267286,0.20177714646464645,0.17979225635475635,0.3825772144522145,0.14893127705627707,0.03244633838383839,4,210,210,Under,True
324,0.034722222222222224,0.1975712481962482,0.30737283549783545,0.38831980519480525,0.07201388888888888,0.0,1,120,210,Under,True
325,0.07972222222222224,0.13228174603174603,0.23019917582417584,0.4264209401709402,0.12651480463980463,0.00486111111111111,4,210,210,Under,True
326,0.1279041755028597,0.14331790650869597,0.2564035416338048,0.3004436024501814,0.14326384142173615,0.02866693248272196,3,180,210,Under,True
327,0.04646284271284271,0.09053977272727273,0.3762429931179932,0.29375215062715065,0.14569569319569325,0.04730654761904762,2,150,180,Over,False
328,0.05262771950271951,0.21735209235209232,0.36820929070929076,0.2841097791097792,0.07520111832611834,0.0025,4,210,210,Under,True
329,0.01534090909090909,0.15394934926184928,0.3288125416250417,0.4357011044511044,0.05385635198135198,0.012339743589743591,4,210,210,Under,True
330,0.06385010822510821,0.23204914162634754,0.35638429993209414,0.2395956943383414,0.06644146294881588,0.04167929292929293,4,210,180,Under,False
331,0.0257260101010101,0.21241639896051656,0.19597707439619208,0.4464830390198037,0.09960581085581086,0.01979166666666667,4,210,210,Under,True
332,0.07078248140748142,0.23654962362199203,0.36779763365289675,0.26054306074042916,0.055755772005771996,0.008571428571428572,3,180,180,Under,True
333,0.04497474747474747,0.1286174242424242,0.2786402772064537,0.3100902528843705,0.2146789321789322,0.022998366013071897,2,150,180,Over,False
334,0.05011474636474637,0.12690961815961815,0.22528166278166278,0.42685703185703183,0.14184704184704183,0.02898989898989899,3,180,210,Under,True
335,0.22387473637473634,0.29947188228438226,0.26508501914751914,0.15697420634920634,0.03268939393939394,0.021904761904761906,1,120,180,Under,True
336,0.11756895881895882,0.2759942834942835,0.39307081807081806,0.16591859529359532,0.04744734432234432,0.0,3,180,180,Under,True
337,0.03817550505050506,0.28581709956709955,0.280857683982684,0.3127389971139971,0.06202380952380952,0.020386904761904762,3,180,210,Under,True
338,0.30048722111222104,0.36427440614940615,0.1901761433011433,0.10661976911976911,0.03308531746031746,0.005357142857142857,1,120,150,Under,True
339,0.0449025974025974,0.2557135919635919,0.3902177683427683,0.25612040737040737,0.04749007936507936,0.005555555555555555,5,240,180,Under,False
340,0.031031746031746032,0.1797370684870685,0.43803647741147733,0.2764343989343989,0.06566940004440004,0.00909090909090909,3,180,210,Under,True
341,0.09969592907092907,0.19432088744588746,0.282930056055056,0.3577344877344878,0.04664620102120102,0.018672438672438674,4,210,210,Under,True
342,0.018611111111111113,0.2613852813852814,0.318259102009102,0.24682657620157616,0.1549179292929293,0.0,4,210,210,Under,True
343,0.0968265762015762,0.21493950493950495,0.4105494505494505,0.21212710900210902,0.04109307359307359,0.024464285714285716,2,150,180,Under,True
344,0.04413690476190476,0.3367914724164724,0.3823285048285049,0.1538378982128982,0.08290521978021978,0.0,2,150,180,Under,True
345,0.05605339105339104,0.1471671384171384,0.20658848096348098,0.36093448218448226,0.13734078421578425,0.09191572316572318,2,150,180,Over,False
346,0.0457855339105339,0.19390376984126984,0.3545161435786436,0.28435515873015876,0.09727272727272729,0.024166666666666666,5,240,210,Under,False
347,0.031331168831168835,0.1805357142857143,0.40345002220002224,0.2514751221001221,0.11118416305916308,0.022023809523809522,4,210,210,Under,True
348,0.10122700216450216,0.22037833694083697,0.3083590367965368,0.31297934704184704,0.04820707070707071,0.008849206349206348,2,150,210,Under,True
349,0.16405205905205905,0.32992424242424245,0.28637036574536573,0.19794823232323233,0.018580100455100453,0.003125,1,120,180,Under,True
350,0.020328282828282827,0.24123081049067893,0.4047940747118378,0.2674825101798786,0.06116432178932178,0.005,5,240,180,Under,False
351,0.06581730769230769,0.2664474414474415,0.20690767565767562,0.3640271534021533,0.07226308413808415,0.024537337662337663,2,150,210,Under,True
352,0.06328761516261516,0.2084324703074703,0.5356419275169275,0.14861020923520923,0.04402777777777778,0.0,3,180,180,Under,True
353,0.0708209151959152,0.11818903318903318,0.36242798867798864,0.37338078588078577,0.06160804473304473,0.013573232323232324,3,180,210,Under,True
354,0.09486381673881675,0.2885565476190476,0.24331709956709954,0.2750928932178932,0.08660714285714285,0.0115625,3,180,210,Under,True
355,0.08894841269841268,0.07210081176992941,0.32074834479246234,0.3973937949305596,0.07801046176046175,0.042798174048174056,4,210,210,Under,True
356,0.06527625152625154,0.19709249084249084,0.30302156177156175,0.3344555444555445,0.07610653235653236,0.024047619047619047,2,150,210,Under,True
357,0.05527777777777778,0.15980429292929293,0.2874524087024087,0.3497410228660228,0.13209949772449775,0.015625,2,150,210,Under,True
358,0.18898670773670773,0.3169145784770785,0.24966450216450217,0.18321574259074253,0.054075611888111885,0.007142857142857143,4,210,180,Under,False
359,0.09029789654789656,0.08873071373071373,0.25375513375513375,0.4436263736263736,0.10483988233988235,0.01875,4,210,210,Under,True
360,0.12077922077922074,0.09376893939393939,0.21036255411255414,0.3806484487734488,0.17031204906204905,0.024128787878787878,3,180,210,Under,True
361,0.02512987012987013,0.13278346653346657,0.5245785015637956,0.2509803839950898,0.05233946608946608,0.01418831168831169,4,210,180,Under,False
362,0.017499999999999998,0.06985479797979798,0.38904324841824833,0.34961462148962147,0.13180784493284498,0.04217948717948718,5,240,180,Over,True
363,0.1003552836052836,0.1108623321123321,0.22547936785436778,0.36040499777999774,0.1334937423687424,0.06940427627927628,2,150,210,Under,True
